"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_17","exp_avant_17","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","France U16","France U17","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","Y"
1094,"Milieu",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,13.14,13.14,13.14,NA,NA,NA,NA,NA,13.14,0.00013,14.14,2,"0","1","0",1,1,1,2,103,1,NA,3,168,2,0
1098,"Attaquant",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,4,12,683,8,NA,3,75,NA,0
1104,"Milieu",1,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,42.03,1,"0","0","0",1,1,3,12,751,7,NA,9,673,9,1
1105,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,13.79,13.79,NA,13.79,15,15,NA,13.79,13.79,13.79,0,29.02,1,"0","1","0",1,1,NA,1,90,1,NA,2,110,1,0
1108,"Milieu",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM TALENCE",0,0,NA,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,NA,3e-04,23.46,1,"0","1","0",1,1,2,5,175,2,NA,2,64,1,0
1125,"Milieu",7,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0,13.63,13.63,13.63,13.63,13.63,13.63,NA,NA,NA,NA,0.00016,14.14,4,"0","0","1",0,1,NA,NA,NA,NA,NA,4,264,2,0
1157,"Attaquant",1,"Gabon","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,2,6,381,4,NA,2,43,NA,0
1167,"Milieu",7,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.05,14.05,14.2,14.05,15.24,15.24,NA,NA,NA,13.91,3e-05,13.71,1,"1","0","0",0,1,NA,NA,NA,NA,NA,4,216,2,1
1172,"Milieu",4,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,9.11,12.02,13.47,12.02,13.16,13.16,13.47,12.02,12.02,9.11,0.00012,15.14,2,"0","1","1",0,1,NA,NA,NA,NA,NA,1,72,1,0
1179,"Attaquant",3,"Guinée","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,12.86,12.86,12.86,8.33,8.33,12.86,12.86,12.86,NA,0.00034,17.36,2,"0","0","1",1,1,3,15,806,9,NA,14,597,7,0
1181,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM GUADELOUPE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,16.87,3,"0","0","1",0,1,NA,NA,NA,NA,NA,1,90,1,0
1206,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00578,24.71,2,"1","0","0",1,1,1,11,774,9,2,16,1253,16,1
1233,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","1","0",1,1,NA,5,450,5,NA,2,180,2,1
1252,"Attaquant",12,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,1,"1","0","0",1,1,8,17,905,9,1,13,829,11,1
1256,"Attaquant",6,"France","CFM - CENTRE DE FORMATION CHAMOIS NIORTAIS F.C.","aucun",0,0,18.48,14.79,14.79,14.79,18.48,18.48,11.09,11.09,11.09,NA,0.00129,35.8,1,"1","0","0",0,1,NA,NA,NA,NA,NA,1,35,NA,0
1294,"Milieu",10,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,13.97,2,"0","0","1",0,1,NA,NA,NA,NA,NA,14,636,6,0
1299,"Attaquant",12,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00125,33.46,2,"0","1","0",0,1,NA,NA,NA,NA,NA,2,109,1,1
1305,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,13,1077,12,NA,10,827,9,1
1321,"Defenseur",1,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,558,6,NA,11,650,9,1
1339,"Milieu",3,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,16.13,2,"0","0","1",0,1,NA,NA,NA,NA,NA,2,116,2,0
1345,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,12.52,16.74,14.22,16.74,19.55,19.55,16.78,16.74,16.74,16.74,0.00052,11.79,3,"1","0","0",0,1,NA,NA,NA,NA,NA,2,88,NA,0
1354,"Defenseur",1,"Cameroun","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,9,713,8,NA,10,708,6,1
1371,"Gardien de But",8,"Cote d'ivoire","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,13.86,13.86,13.86,13.86,13.86,13.86,NA,13.86,NA,NA,0,28.31,1,"0","1","0",1,1,NA,5,373,4,NA,2,180,2,1
1372,"Milieu",3,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,12,703,8,NA,1,90,1,0
1373,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,11,562,7,NA,5,238,3,0
1380,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,7,564,6,1
1386,"Milieu",7,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,12.56,2,"0","1","0",1,1,1,2,147,1,NA,3,173,2,0
1419,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,13.8,13.8,NA,13.8,13.8,13.8,NA,13.8,13.8,13.8,0.00029,14.4,2,"1","0","0",1,1,NA,7,384,3,NA,2,99,1,0
1424,"Defenseur",2,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89.67,1,"0","0","0",1,1,NA,7,414,5,2,16,1102,12,0
1425,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,2,4,218,2,NA,2,87,1,1
1427,"Milieu",11,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,2,87,1,1
1430,"Attaquant",1,"Guadeloupe","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-04,39.42,2,"1","0","0",1,1,4,5,228,2,5,1,59,1,0
1447,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,7,630,7,1
1453,"Defenseur",12,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.51,2,"0","1","1",0,1,NA,NA,NA,NA,NA,2,73,1,0
1461,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,"1","0","0",1,1,1,8,460,5,1,2,100,1,1
1482,"Milieu",1,"Tunisie","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,15.49,15.94,16.28,15.94,16.45,16.45,16.28,15.94,15.94,15.49,0.00016,12.33,5,"1","1","0",1,1,1,12,723,8,NA,3,190,2,0
1485,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,13.68,13.09,12.64,13.09,13.09,13.09,12.64,13.09,13.09,13.68,0.00102,16.08,2,"0","1","1",0,1,NA,NA,NA,NA,NA,1,72,1,0
1492,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,1,90,1,NA,8,665,7,0
1507,"Milieu",9,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,9.74,7.18,9.74,7.18,7.18,7.18,7.18,7.18,20,0.00028,16.86,2,"0","0","1",1,1,NA,2,92,1,NA,6,442,4,1
1512,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM DIJON",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,2,93,1,0
1528,"Milieu",8,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","1","0",1,1,NA,1,47,1,NA,5,161,2,1
1542,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"1","0","0",1,1,NA,13,963,10,NA,4,169,2,0
1557,"Milieu",2,"Cameroun","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",1,1,5,19,1510,17,NA,8,571,7,1
1563,"Milieu",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,1,11,NA,0
1566,"Defenseur",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.46,1,"0","0","1",1,1,1,7,549,5,2,6,480,5,1
1569,"Gardien de But",7,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,14.68,14.68,14.68,14.68,14.68,14.68,NA,14.68,14.68,14.68,0,17.9,2,"0","1","1",0,1,NA,NA,NA,NA,NA,11,990,11,1
1570,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,12,902,10,NA,2,180,2,1
1572,"Milieu",1,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,320,3,NA,9,424,4,1
1594,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,15,1350,15,1
1597,"Defenseur",1,"Guinée","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,3,205,2,1
1598,"Attaquant",5,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00109,65.79,1,"0","0","0",1,1,NA,2,92,1,1,1,41,1,0
1603,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM LIEVIN",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,6,334,3,NA,14,1113,12,1
1607,"Attaquant",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,9,13,926,10,3,18,1403,17,0
1623,"Milieu",1,"Thaïlande","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,18.64,17.86,17.86,17.86,18.64,18.64,17.08,17.08,17.08,NA,0.00036,25.19,1,"0","0","0",1,1,1,4,254,3,NA,5,199,2,0
1645,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88.67,1,"0","0","0",0,1,NA,NA,NA,NA,NA,3,229,2,1
1647,"Defenseur",3,"Algérie","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,9.91,11.55,14.01,11.55,11.86,11.86,14.01,11.55,11.55,9.91,0,15.8,3,"1","0","0",1,1,NA,9,562,6,NA,3,193,2,0
1657,"Attaquant",12,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55.16,1,"1","0","0",1,1,6,14,699,5,NA,2,120,1,0
1659,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,9.15,1,"1","0","0",0,1,NA,NA,NA,NA,NA,9,810,9,1
1681,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,12.75,2,"1","0","0",0,1,NA,NA,NA,NA,NA,1,90,1,1
1711,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",2,0,10.66,10.66,10.66,10.66,10.66,10.66,NA,10.66,NA,NA,0,17.9,2,"0","0","1",0,1,NA,NA,NA,NA,NA,5,404,4,0
1729,"Defenseur",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,347,4,NA,1,90,1,0
1746,"Gardien de But",5,"France","aucun","aucun",0,0,NA,12.68,13.12,12.68,13.88,13.88,13.12,12.84,12.84,10.91,0,11.54,2,"0","0","1",1,1,NA,3,270,3,NA,1,44,NA,0
1752,"Gardien de But",3,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,13.02,13.02,10.34,13.02,13.68,13.68,NA,15.01,14.8,14.8,0,12.85,3,"1","1","1",0,1,NA,NA,NA,NA,NA,1,46,1,1
1758,"Attaquant",4,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,19.73,19.73,19.73,19.73,19.73,19.73,NA,NA,NA,NA,0.00022,13.26,1,"0","1","0",0,1,NA,NA,NA,NA,4,10,486,5,0
1762,"Milieu",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,2,180,2,NA,7,247,2,0
1786,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,18.43,18.43,18.43,16.96,16.96,18.43,18.43,18.43,NA,0,12.69,2,"0","1","1",1,1,NA,1,90,1,NA,2,180,2,0
1796,"Milieu",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00037,11.47,2,"0","1","0",0,1,NA,NA,NA,NA,NA,2,62,1,0
1798,"Defenseur",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,5,450,5,NA,9,725,8,0
1799,"Attaquant",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,0,4.54,13.38,15.59,13.38,15.59,15.59,15.59,13.38,13.38,4.54,0.00013,16.81,2,"0","0","1",0,1,NA,NA,NA,NA,1,5,242,3,0
1804,"Defenseur",11,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",2,0,13.28,13.37,14.62,13.37,13.59,13.59,13.46,12.48,12.48,11.12,5e-05,19.86,1,"0","1","0",1,1,NA,4,239,3,NA,1,90,1,0
1808,"Milieu",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60.06,1,"1","0","0",1,1,NA,5,204,2,NA,1,90,1,0
1819,"Defenseur",12,"Cameroun","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,3,16,1316,14,NA,2,124,1,1
1831,"Attaquant",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",2,0,15.53,14.32,14.83,14.32,14.42,14.42,13.82,13.51,13.51,13.79,0.00015,16.66,1,"1","0","0",1,1,NA,2,100,1,NA,12,548,7,1
1834,"Milieu",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,1,NA,NA,NA,NA,2,10,783,7,1
1845,"Milieu",6,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,2,79,1,0
1846,"Attaquant",11,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,17,16.59,16.97,16.59,17.15,17.15,16.97,16.59,16.59,17.36,0.00045,19.59,2,"0","1","1",0,1,NA,NA,NA,NA,NA,3,147,2,0
1850,"Defenseur",3,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,27.73,1,"0","0","0",0,1,NA,NA,NA,NA,NA,4,219,2,0
1857,"Milieu",1,"Maroc","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.09,1,"0","0","1",1,1,2,6,321,3,NA,1,90,1,0
1878,"Gardien de But",2,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,7,581,7,NA,14,1097,13,1
1902,"Defenseur",5,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,17.21,3,"0","0","1",0,1,NA,NA,NA,NA,NA,3,176,3,0
1925,"Attaquant",10,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,1,1,49,NA,0
1947,"Defenseur",5,"Sénégal","CFM - ACADEMY AS MONACO FC","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,13,1074,12,NA,8,671,8,1
1951,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,12.18,12.18,14.25,12.18,12.18,12.18,14.25,12.18,12.18,12.18,6e-05,15.72,3,"1","0","0",0,1,NA,NA,NA,NA,NA,2,109,1,0
1956,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,13.62,2,"1","0","0",0,1,NA,NA,NA,NA,NA,1,75,1,0
1963,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,17.11,16.07,15.45,16.07,16.37,16.37,14.04,15.65,15.65,18.39,0.00024,21.86,2,"1","0","0",1,1,NA,2,75,1,1,6,259,1,0
1964,"Defenseur",3,"France","CFM - ACADEMY AS MONACO FC","aucun",1,1,NA,18.34,18.34,18.34,18.67,18.67,18.34,18.34,18.34,NA,6e-05,19.63,3,"0","1","0",1,1,NA,5,275,3,NA,6,459,6,1
1977,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,3,270,3,0
2001,"Milieu",7,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,NA,0.00021,13.61,1,"0","1","0",1,1,NA,7,329,5,NA,7,342,5,1
2008,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,1,42,NA,0
2017,"Defenseur",5,"Madagascar","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,1,50,NA,1
2022,"Milieu",5,"Algérie","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00117,77.82,1,"0","1","0",0,1,NA,NA,NA,NA,1,12,905,11,1
2026,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,17.17,17.17,17.17,15.74,15.74,17.17,17.17,17.17,NA,0.00051,19.35,2,"0","1","0",1,1,1,12,702,10,NA,6,294,4,1
2027,"Defenseur",6,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,11.68,3,"1","1","0",1,1,NA,8,575,7,NA,1,90,1,0
2059,"Milieu",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00099,13.23,2,"1","0","1",0,1,NA,NA,NA,NA,1,7,268,2,0
2060,"Attaquant",2,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,10.23,13.61,15.47,13.61,17.16,17.16,17.8,12.65,12.65,13.61,0.00102,12.46,1,"0","0","1",0,1,NA,NA,NA,NA,4,9,358,4,0
2065,"Milieu",6,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.73,2,"1","0","0",0,1,NA,NA,NA,NA,NA,1,19,NA,0
2067,"Milieu",10,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,21.7,3,"0","1","0",0,1,NA,NA,NA,NA,NA,5,352,4,1
2074,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,NA,4,175,2,NA,1,30,NA,0
2104,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61.5,1,"0","0","1",0,1,NA,NA,NA,NA,NA,10,772,8,1
2116,"Milieu",2,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,11.94,11.69,15.12,11.69,14.91,14.91,18.29,11.69,11.69,11.69,0.00025,11.87,1,"0","0","1",0,1,NA,NA,NA,NA,2,14,823,8,0
2120,"Gardien de But",8,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,1,49,NA,1
2139,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,9.36,10.8,6.54,10.8,15.04,15.04,NA,6.54,6.54,10.8,0,12,2,"0","0","1",0,1,NA,NA,NA,NA,NA,NA,0,NA,1
2160,"Attaquant",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,11.88,10.01,6.3,10.01,8.69,8.69,6.3,10.01,10.01,12.97,0.001,14.77,2,"0","0","1",1,1,2,6,240,3,NA,1,44,NA,1
2187,"Milieu",1,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,13.14,2,"0","0","1",0,1,NA,NA,NA,NA,NA,2,122,2,0
