"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_21","exp_avant_21","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_21","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_21","NB_CLUB_AVANT_21","TOP_50_AVANT_21","TOP_50_150_AVANT_21","top_restant_AVANT_21","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION","Y"
26,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,18.48,18.48,18.48,18.48,18.48,18.48,NA,NA,NA,NA,6e-05,8.71,4,"1","1","0",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,450,5,NA,4,286,3,NA,2,180,2,NA,3,99,1,0
75,"Milieu",4,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","PEM - PEM CASTELMAUROU",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,17.68,2,"1","0","0",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1453,15,2,7,469,5,NA,24,1968,24,0
78,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,968,10,1
86,"Milieu",6,"Sénégal","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65,1,"0","1","0",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,8,720,8,NA,13,991,11,NA,4,189,2,0
148,"Milieu",7,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.39,4,"0","1","0",0,1,1,1,0,1,NA,NA,NA,NA,NA,3,87,1,NA,13,758,10,NA,6,333,4,NA,NA,NA,NA,NA,2,99,1,0
185,"Defenseur",6,"France","aucun","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,10.92,2,"1","0","0",1,1,1,1,1,1,2,13,934,9,NA,10,855,10,NA,9,775,9,NA,6,452,6,1,7,565,7,2,6,462,5,0
226,"Attaquant",12,"France","aucun","aucun",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00691,5.71,1,"1","0","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,237,4,1
282,"Defenseur",2,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,5.62,3,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,1663,18,1
291,"Defenseur",1,"Sénégal","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,11.01,3,"1","1","0",1,0,0,0,0,1,NA,9,462,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,603,8,0
331,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-04,22.62,4,"1","0","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,411,3,0
334,"Attaquant",6,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00146,17.96,4,"1","1","0",0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,171,2,NA,NA,NA,NA,3,11,445,3,0
344,"Attaquant",4,"Etats-Unis","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00205,24.83,3,"0","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,93,1,0
397,"Attaquant",9,"Cote d'ivoire","CFM - CENTRE DE FORMATION F.C. METZ","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00084,15.84,1,"1","0","0",1,1,1,1,1,1,5,15,966,11,4,9,759,9,4,4,248,3,7,17,1327,16,1,2,90,1,1,5,360,4,0
412,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,10.48,3,"1","1","1",1,1,1,1,1,1,1,9,590,7,NA,11,945,10,NA,4,360,4,NA,10,784,9,NA,2,180,2,NA,8,465,4,0
423,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,1,6.6,11.42,11.42,11.42,6.6,6.6,16.24,16.24,16.24,NA,2e-05,11.9,2,"0","0","1",0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,216,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,171,2,0
438,"Defenseur",2,"Maurice","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,8,618,7,1,10,765,9,NA,10,792,9,1,4,270,3,0
452,"Defenseur",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,1,NA,11.34,11.34,11.34,NA,NA,11.34,11.35,11.34,NA,0.00026,11.34,4,"1","0","1",1,0,0,1,1,1,NA,3,154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,722,8,1,4,202,2,NA,NA,0,NA,0
491,"Defenseur",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,25.21,2,"1","0","1",1,1,0,1,1,1,NA,6,422,5,1,17,1418,17,NA,NA,NA,NA,NA,1,90,1,NA,9,788,9,1,7,490,7,1
527,"Milieu",7,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,20,NA,NA,NA,20,20,NA,NA,NA,NA,0.00036,18.39,3,"0","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,463,5,0
558,"Attaquant",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,147,2,1
563,"Milieu",5,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,17.24,3,"1","0","0",1,1,1,1,1,1,NA,2,88,1,1,7,474,6,2,10,722,8,NA,6,289,3,NA,2,110,1,NA,2,152,2,0
579,"Attaquant",7,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00052,23.95,2,"0","1","1",1,1,1,1,1,1,4,14,760,10,NA,3,157,1,2,3,165,1,1,10,556,5,NA,4,229,4,13,25,1556,20,0
590,"Defenseur",7,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.67,1,"0","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,840,9,1
601,"Attaquant",3,"Mali","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,35.8,1,"1","0","0",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,158,2,2,15,890,10,3,6,259,2,NA,1,34,NA,1
666,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.8,2,"0","1","0",0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,NA,NA,NA,NA,NA,6,458,5,1,10,703,8,0
676,"Defenseur",6,"Algérie","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,9.64,2,"0","1","1",0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,893,10,NA,2,28,NA,NA,NA,NA,NA,NA,5,342,3,0
736,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,11.87,5,"1","0","1",1,1,1,1,1,1,NA,1,64,1,1,10,568,7,1,8,571,7,NA,9,641,7,NA,1,90,1,7,21,1307,17,0
786,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","1","0",0,1,1,1,1,1,NA,NA,NA,NA,NA,1,50,NA,NA,1,90,1,NA,1,76,NA,NA,5,406,5,NA,3,187,3,0
800,"Defenseur",12,"Guinée","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00074,17.75,2,"1","0","0",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,920,10,NA,6,540,6,1,9,810,9,0
812,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00467,53.5,1,"0","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12,NA,0
835,"Milieu",4,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00578,10.18,1,"0","1","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,927,11,1
859,"Attaquant",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,1,"0","1","0",1,1,1,1,1,1,NA,1,50,1,NA,12,761,6,1,6,421,5,NA,6,379,5,NA,2,111,1,NA,8,279,4,0
885,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,66.67,1,"1","0","0",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,823,8,NA,1,90,1,1
926,"Milieu",1,"Mali","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,1,1,1,NA,NA,NA,NA,1,19,1386,16,1,5,379,4,NA,7,477,5,1,3,98,1,NA,1,75,1,0
944,"Milieu",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,230,3,1,15,827,8,2,13,598,5,NA,4,183,2,0
970,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",2,1,NA,16.58,16.58,16.58,NA,NA,16.58,16.58,16.58,NA,0.00015,11.9,4,"1","1","1",1,1,1,1,1,1,NA,11,691,8,NA,14,714,6,1,11,760,9,NA,7,514,6,NA,5,342,4,NA,4,227,3,1
976,"Defenseur",7,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.25,1,"1","0","0",0,1,1,1,1,1,NA,NA,NA,NA,NA,11,931,11,2,12,856,9,NA,12,986,11,NA,4,259,3,NA,6,433,5,0
993,"Defenseur",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM PLOUFRAGAN",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66,1,"0","0","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,64,NA,NA,3,237,3,1,7,464,6,NA,1,44,NA,0
994,"Milieu",6,"Maroc","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00025,15.82,2,"0","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,136,2,NA,12,802,9,NA,9,543,7,1,2,130,2,0
1009,"Gardien de But",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.53,2,"1","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1038,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM CLAIREFONTAINE",2,1,15.37,15.78,16.76,15.78,16.32,16.32,16.19,15.07,15.07,12.84,0.00011,6.43,5,"1","1","1",1,1,1,0,1,1,3,9,430,5,3,19,911,10,7,11,737,9,NA,NA,NA,NA,2,9,585,5,1,2,134,2,0
1068,"Milieu",10,"Mali","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,22.94,2,"1","0","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,1,7,242,2,NA,4,251,3,NA,4,115,1,0
1080,"Milieu",11,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00077,1.52,1,"0","0","1",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,5,301,4,1,3,197,2,1
1085,"Milieu",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.28,1,"1","0","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1447,13,1
1097,"Milieu",10,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36.88,1,"0","1","0",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,1,NA,2,109,1,2,4,314,3,0
1101,"Milieu",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48.38,1,"0","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1361,15,1
1113,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111,20.44,1,"0","0","0",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,487,6,5,8,320,2,0
1135,"Defenseur",7,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,16.15,1,"0","0","0",0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,NA,1,83,1,0
1152,"Defenseur",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83.33,1,"0","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
1210,"Defenseur",3,"Sénégal","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40.28,2,"0","0","1",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,64,1,NA,8,614,7,NA,11,893,10,0
1233,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.76,3,"1","1","0",1,1,1,1,1,1,NA,5,450,5,NA,2,180,2,NA,4,360,4,NA,5,450,5,NA,7,630,7,NA,14,1260,14,1
1252,"Attaquant",12,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00082,18.42,3,"1","1","0",1,1,1,1,0,1,8,17,905,9,1,13,829,11,4,4,287,4,NA,5,313,4,NA,NA,NA,NA,4,12,734,8,1
1272,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044,40.57,1,"1","0","0",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,117,1,1,6,314,3,0
1290,"Milieu",6,"Maroc","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,10.07,3,"1","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,94,1,3,7,275,3,NA,2,29,NA,4,13,729,9,0
1363,"Defenseur",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,13.31,3,"0","1","1",0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,79,1,NA,1,90,1,NA,NA,NA,NA,NA,1,18,NA,0
1366,"Defenseur",5,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,11.14,3,"1","0","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,168,2,NA,7,342,4,0
1371,"Gardien de But",8,"Cote d'ivoire","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,13.86,13.86,13.86,13.86,13.86,13.86,NA,13.86,NA,NA,0,7.62,1,"0","1","0",1,1,1,1,0,1,NA,5,373,4,NA,2,180,2,NA,9,810,9,NA,4,360,4,NA,NA,NA,NA,NA,1,90,1,0
1380,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,22.12,1,"1","0","0",0,1,1,1,1,1,NA,NA,NA,NA,NA,7,564,6,NA,7,584,6,NA,13,1200,13,NA,13,1116,13,1,7,575,7,1
1387,"Attaquant",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083,12.71,2,"0","0","1",1,0,1,1,0,1,8,12,877,9,NA,NA,NA,NA,NA,3,128,1,1,4,254,3,NA,NA,NA,NA,1,7,256,2,0
1391,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00195,6.12,2,"1","0","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,213,2,1
1420,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00056,14.85,4,"1","1","0",1,0,1,0,1,1,NA,2,109,1,NA,NA,NA,NA,3,5,263,2,NA,NA,NA,NA,1,4,234,3,NA,2,27,NA,0
1429,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,NA,11.25,11.25,11.25,NA,NA,11.25,11.25,11.25,NA,5e-05,11.13,2,"1","0","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,122,1,0
1447,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.29,4,"0","0","1",0,1,1,1,1,1,NA,NA,NA,NA,NA,7,630,7,NA,5,450,5,NA,14,1260,14,NA,6,540,6,NA,18,1620,18,0
1489,"Milieu",12,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,12.07,2,"1","0","0",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,205,3,NA,13,633,7,0
1506,"Attaquant",12,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00073,12.73,2,"0","1","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,227,2,1
1520,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,494,6,1,9,679,7,2,5,358,3,0
1557,"Milieu",2,"Cameroun","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,19.24,3,"1","1","1",1,1,1,1,1,1,5,19,1510,17,NA,8,571,7,1,2,114,2,NA,5,322,4,NA,2,136,2,1,20,1102,12,0
1566,"Defenseur",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,11.77,4,"1","1","1",1,1,1,1,1,1,1,7,549,5,2,6,480,5,1,5,365,4,NA,3,125,1,NA,1,90,1,NA,5,434,5,1
1586,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01084,3.51,2,"1","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,298,3,1
1587,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,14.28,2,"0","0","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,NA,0,NA,1
1591,"Attaquant",5,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,173,3,1
1594,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,25.87,2,"1","0","0",0,1,1,1,1,1,NA,NA,NA,NA,NA,15,1350,15,NA,11,775,9,NA,12,1049,11,2,12,1005,12,NA,7,617,7,1
1597,"Defenseur",1,"Guinée","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,1,1,1,1,NA,NA,NA,NA,NA,3,205,2,NA,2,98,1,1,10,866,9,NA,6,540,6,NA,6,500,6,0
1603,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM LIEVIN",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,82.11,1,"0","1","0",1,1,1,1,1,1,NA,6,334,3,NA,14,1113,12,NA,3,270,3,NA,6,540,6,NA,2,117,1,NA,10,334,3,1
1627,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00025,19,2,"1","1","0",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136,2,NA,3,202,2,0
1637,"Milieu",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CLAIREFONTAINE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,10.32,2,"0","1","0",0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,290,3,NA,8,535,6,NA,NA,NA,NA,NA,11,535,7,0
