"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_20","exp_avant_20","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","France U16","France U17","France U18","France U19","France U20","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","Y"
2923,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,1,6,11,630,7,6,20,1227,14,1,5,251,3,1,14,1018,12,2,10,598,6,1
2931,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086,15.21,1,"0","1","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,6,402,4,1,10,489,5,2,7,376,3,0
2940,"Attaquant",9,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,11.4,11.4,NA,11.4,11.4,11.4,NA,11.4,11.4,11.4,0.00045,8.17,3,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,1
2945,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,7.88,3,"0","0","1",1,0,0,1,1,NA,5,210,3,NA,NA,NA,NA,NA,NA,NA,NA,3,15,459,3,1,5,246,3,0
2959,"Milieu",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,273,4,0
2962,"Milieu",1,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,1,"1","0","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,875,11,2,11,731,8,1
2971,"Milieu",4,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","1","0",0,1,0,1,1,NA,NA,NA,NA,NA,8,620,7,NA,NA,NA,NA,NA,5,349,4,NA,2,86,1,1
2977,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.23,2,"0","1","0",1,1,1,1,1,NA,5,409,4,NA,3,227,2,NA,1,90,1,NA,1,44,NA,NA,2,180,2,0
2980,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,14.41,14.41,14.41,NA,9e-05,12.01,3,"1","1","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,421,4,NA,3,270,3,0
2990,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,17.51,1,"0","1","0",1,1,1,1,1,1,16,1020,13,NA,1,90,1,NA,5,335,4,NA,7,518,5,NA,12,971,12,0
2999,"Attaquant",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00158,19.19,1,"0","0","0",1,0,1,1,1,2,2,76,1,NA,NA,NA,NA,2,3,177,2,2,17,969,12,NA,3,160,2,0
3008,"Milieu",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,13.61,3,"0","0","1",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,4,263,4,NA,4,248,3,1
3011,"Milieu",7,"France","aucun","aucun",2,0,NA,12.57,12.57,12.57,NA,NA,12.57,12.57,12.57,NA,0.00031,11.96,3,"1","0","1",1,1,1,1,1,4,10,578,8,1,16,1106,13,3,7,377,4,3,11,512,4,1,5,168,2,0
3025,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00065,20.5,2,"0","0","1",0,1,1,1,1,NA,NA,NA,NA,NA,4,178,1,3,5,313,4,NA,15,549,4,2,11,610,6,1
3034,"Milieu",5,"Congo","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,71,1,0
3044,"Attaquant",7,"Sénégal","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,104,1,NA,8,361,3,1,3,246,3,0
3050,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,11.86,2,"0","1","0",1,1,1,1,1,1,7,479,5,NA,15,996,11,NA,1,65,1,NA,2,87,1,NA,3,183,2,1
3094,"Milieu",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,0,1,1,NA,NA,NA,NA,NA,4,223,2,NA,NA,NA,NA,1,15,900,10,2,3,190,2,1
3098,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,13.98,3,"1","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,66,1,0
3114,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,2,56,NA,2,5,326,3,1
3118,"Attaquant",7,"France","aucun","aucun",4,1,14.56,14.56,14.56,14.56,14.56,14.56,NA,NA,NA,NA,0.00062,13.97,3,"1","0","1",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,583,6,2,16,1147,15,6,10,805,9,1
3135,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00032,25.37,1,"0","1","0",1,1,1,1,1,NA,7,397,5,NA,7,604,7,NA,5,309,4,NA,3,186,2,NA,3,206,2,0
3136,"Milieu",5,"Maroc","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,19.3,1,"0","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56,NA,1
3153,"Defenseur",11,"Martinique","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","PEM - PEM CLAIREFONTAINE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84.38,1,"0","1","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,110,1,NA,4,295,4,0
3160,"Defenseur",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00057,39.91,2,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,558,7,1
3176,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,12.2,2,"0","1","0",0,1,1,0,1,NA,NA,NA,NA,NA,6,540,6,NA,8,449,4,NA,NA,NA,NA,NA,1,90,1,1
3187,"Attaquant",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00124,23.35,2,"1","1","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,183,1,NA,3,225,2,0
3213,"Defenseur",1,"Sénégal","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
3226,"Defenseur",6,"France","aucun","aucun",2,1,9.46,13.86,14.96,13.86,14.96,14.96,14.96,13.86,13.86,9.46,0.00014,9.4,3,"1","1","0",1,1,1,0,1,4,11,841,8,NA,18,1594,18,1,12,909,10,NA,NA,NA,NA,1,10,790,10,1
3236,"Attaquant",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00148,20.35,2,"0","1","0",1,1,1,0,1,4,8,437,4,2,17,885,10,3,5,204,2,NA,NA,NA,NA,NA,2,73,1,0
3264,"Gardien de But",2,"France","aucun","PEM - PEM CLAIREFONTAINE",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",0,1,1,1,1,NA,NA,NA,NA,NA,10,900,10,NA,4,360,4,NA,8,750,8,NA,16,1470,16,1
3291,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,411,4,NA,15,1145,13,2,12,833,10,0
3349,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,103,1,0
3363,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00105,28.37,2,"1","1","0",1,1,1,1,1,NA,6,291,4,NA,3,132,1,NA,5,373,4,NA,13,1081,13,NA,8,645,8,0
3364,"Milieu",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,8.28,4,"1","1","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,151,1,0
3378,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.23,2,"0","1","0",0,1,1,1,1,NA,NA,NA,NA,NA,3,270,3,NA,5,369,4,NA,16,1129,14,NA,10,617,5,1
3417,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,4.35,4.35,4.35,NA,NA,4.35,4.35,4.35,NA,0,9.12,1,"0","0","0",1,1,0,1,1,NA,2,126,1,NA,4,319,3,NA,NA,NA,NA,NA,1,90,1,NA,1,90,1,0
3455,"Defenseur",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,11.35,5,"0","1","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136,2,0
3465,"Attaquant",10,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,12.85,3,"0","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,1,0
3489,"Attaquant",8,"France","CFM - ACADEMY AS MONACO FC","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00309,11.33,3,"1","1","0",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,237,3,NA,NA,NA,NA,2,7,409,4,0
3494,"Attaquant",7,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,8.11,4,"0","1","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,356,3,0
3498,"Milieu",8,"Cameroun","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",1,1,18.28,18.28,18.28,18.28,18.28,18.28,NA,NA,NA,NA,0.00112,16.8,2,"1","0","0",0,1,0,0,1,NA,NA,NA,NA,NA,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,213,3,1
3499,"Attaquant",7,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,12.84,3,"1","1","1",1,1,1,1,1,3,8,469,5,NA,5,212,3,1,1,65,1,1,5,298,4,1,3,217,3,1
3506,"Gardien de But",10,"France","aucun","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,224,2,NA,4,314,3,1
3508,"Milieu",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,408,5,1
3511,"Milieu",7,"France","aucun","aucun",3,1,NA,13.17,13.17,13.17,NA,NA,13.17,13.17,13.17,NA,6e-05,10.31,5,"1","0","1",1,1,1,1,1,NA,13,759,7,NA,16,1167,14,1,7,490,5,NA,12,709,8,NA,2,95,1,0
3517,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,37.35,1,"1","0","0",0,1,1,1,1,NA,NA,NA,NA,NA,7,513,5,NA,1,63,1,NA,11,618,6,NA,6,398,4,1
3521,"Defenseur",4,"Angola","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,14.77,3,"1","0","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,1,90,1,0
3527,"Defenseur",2,"Guadeloupe","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,88,1,0
3532,"Milieu",2,"République Centrafricaine","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,30.27,1,"0","1","0",0,1,1,1,1,NA,NA,NA,NA,NA,6,387,5,5,12,847,9,NA,12,814,9,NA,13,1072,13,1
3536,"Milieu",3,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.33,1,"1","0","0",1,1,0,1,1,NA,5,310,3,NA,17,1274,15,NA,NA,NA,NA,NA,7,443,5,1,2,143,2,0
3563,"Milieu",5,"France","aucun","aucun",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,11.01,3,"1","0","0",1,1,1,1,1,7,9,591,6,NA,14,895,10,2,6,376,5,2,10,363,4,1,1,85,1,1
3581,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,11.41,11.41,11.41,NA,NA,11.41,11.41,11.41,NA,0.00071,9.76,5,"1","1","0",0,1,1,1,1,NA,NA,NA,NA,NA,6,210,1,4,7,289,2,7,8,384,3,NA,2,100,1,0
3582,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,1,11.01,13.75,14.43,13.75,14.43,14.43,14.43,13.75,13.75,11.01,0.00027,6.77,5,"1","1","1",1,0,0,0,1,1,13,968,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,339,5,0
3614,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,1,14.19,13.48,13.22,13.48,13.69,13.69,13.22,13.48,13.48,14.19,0.00012,8.34,3,"0","1","1",1,1,1,0,1,NA,6,383,5,NA,2,102,1,NA,1,46,1,NA,NA,NA,NA,NA,4,204,1,1
3630,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","PEM - PEM LIEVIN",0,0,15,12.98,NA,12.98,13.79,13.79,NA,13.79,12.98,12.98,0,10.87,1,"0","0","1",0,1,0,0,1,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
3648,"Defenseur",7,"France","aucun","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.4,1,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,245,2,0
3678,"Attaquant",3,"Mali","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00833,2.12,3,"1","0","1",1,0,1,1,1,1,3,116,2,NA,NA,NA,NA,3,7,299,3,NA,10,514,5,2,10,630,7,0
3680,"Attaquant",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,11.82,5,"0","1","1",1,1,0,0,1,3,11,677,8,1,7,501,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,401,4,1
3713,"Milieu",12,"France","aucun","aucun",0,0,17.71,14.73,14.12,14.73,16.2,16.2,14.12,14.73,14.73,15.21,0.00021,7.03,5,"1","1","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,800,10,1,8,439,5,0
3715,"Attaquant",11,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00038,11.04,2,"0","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,166,2,0
3735,"Attaquant",10,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,1,10.55,11.13,10.84,11.13,10.84,10.84,10.99,9.71,9.71,12,3e-04,6.82,5,"0","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,366,4,1,5,259,2,0
3740,"Attaquant",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",0,1,18.36,13.67,13.67,13.67,13.67,13.67,11.32,11.32,11.32,NA,0.00036,7.46,3,"0","0","1",1,1,0,0,1,1,2,79,1,NA,4,133,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,519,7,1
3763,"Attaquant",5,"France","aucun","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00236,13.48,1,"1","0","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,495,5,2,12,848,10,6,16,1218,15,1
3786,"Attaquant",9,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,11.48,11.48,11.48,12.18,12.18,11.48,11.48,11.48,NA,6e-04,7.21,4,"1","0","1",1,1,0,1,1,2,9,455,6,1,5,245,3,NA,NA,NA,NA,7,17,1133,13,3,8,480,5,0
3831,"Milieu",4,"France","aucun","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00057,16.42,1,"1","0","0",1,1,1,1,1,NA,2,61,1,NA,5,197,2,1,1,90,1,NA,20,1644,20,NA,6,391,5,1
3895,"Attaquant",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,7.44,3,"1","1","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,223,3,NA,5,348,5,1
3900,"Milieu",8,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",2,1,NA,NA,NA,NA,20,20,NA,NA,NA,NA,0.00044,9.79,5,"1","1","0",1,1,1,1,1,1,16,1026,12,NA,13,1076,12,2,5,297,5,NA,15,1167,14,NA,13,1021,12,0
3907,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. METZ","PEM - PEM NANCY",0,1,NA,16.73,15.84,16.73,18.62,18.62,15.84,16.73,16.73,19.05,2e-05,11.02,3,"1","0","1",1,1,0,1,1,NA,13,790,9,NA,6,423,6,NA,NA,NA,NA,NA,1,90,1,NA,2,114,1,0
3919,"Defenseur",5,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM REIMS",2,1,14.1,13.15,12.67,13.15,12.67,12.67,12.67,13.15,13.15,14.1,4e-05,6.75,5,"0","1","1",1,1,1,0,1,NA,8,581,6,NA,15,1090,12,1,12,881,10,NA,NA,NA,NA,NA,10,837,9,1
3921,"Milieu",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,0
3923,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.19,2,"1","0","0",1,1,1,1,1,NA,13,1082,13,NA,7,630,7,NA,3,270,3,NA,11,946,11,NA,6,496,6,1
3929,"Milieu",10,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","PEM - PEM PLOUFRAGAN",1,0,15.98,16.61,15.43,16.61,16.43,16.43,17.24,17.47,17.47,17.78,8e-05,9.64,3,"1","1","0",1,1,1,0,1,NA,3,131,2,NA,18,910,10,NA,4,235,2,NA,NA,NA,NA,NA,9,416,5,1
3935,"Gardien de But",7,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,21.75,1,"0","1","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,586,7,NA,1,90,1,0
3967,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,15.75,3,"1","0","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,362,4,NA,12,960,10,NA,3,270,3,1
3977,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,16.75,15.57,15.68,15.57,14.32,14.32,15.68,15.57,15.57,15.46,0.00059,6.22,6,"1","1","0",1,1,0,1,1,4,7,377,4,NA,7,401,4,NA,NA,NA,NA,6,11,722,8,4,5,302,3,1
3981,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00231,39.36,1,"0","0","0",1,1,1,1,1,1,9,633,7,NA,6,482,6,2,5,427,5,1,13,918,12,NA,6,414,5,0
3982,"Milieu",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","1","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,224,2,1,9,428,3,NA,1,90,1,1
3986,"Defenseur",1,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.46,3,"1","1","0",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,749,7,NA,11,697,8,0
4017,"Defenseur",6,"France","aucun","aucun",0,0,18.51,18.51,18.51,18.51,18.51,18.51,NA,NA,NA,NA,0,10.64,5,"1","1","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,606,8,1
4050,"Attaquant",6,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00812,79.71,1,"0","0","1",1,1,1,1,1,NA,1,41,1,NA,12,809,11,3,4,176,2,2,7,319,3,2,7,345,5,1
