"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_18","exp_avant_18","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","France U16","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","Y"
1663,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","PEM - PEM AIX EN PROVENCE",0,0,9,9,6.09,9,12.38,12.38,NA,15.29,11.9,11.9,0,10.52,2,"1","1","0",1,NA,1,90,1,0
1670,"Defenseur",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,12.5,11.78,11.42,11.78,NA,NA,11.42,11.42,11.42,12.5,5e-05,12.25,4,"1","0","1",1,NA,6,540,6,1
1672,"Milieu",9,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM REIMS",0,0,NA,12.25,12.25,12.25,14.53,14.53,11.69,12.16,12.25,12.25,0.00071,16.14,3,"0","0","1",1,2,8,328,5,0
1675,"Milieu",7,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0,73,1,"1","0","0",0,NA,NA,NA,NA,0
1690,"Milieu",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1703,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,10.75,3,"0","1","1",1,NA,1,44,NA,0
1719,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,13.8,13.91,15.73,13.91,14.71,14.71,15.73,13.91,13.91,13.8,0.00036,12.51,3,"0","0","1",1,NA,2,57,1,0
1723,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1731,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77.96,1,"0","1","0",0,NA,NA,NA,NA,0
1769,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1776,"Defenseur",5,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,17.66,3,"1","1","0",1,NA,2,88,1,0
1779,"Defenseur",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,34.59,1,"0","0","0",0,NA,NA,NA,NA,0
1781,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174,37.74,1,"0","0","1",0,NA,NA,NA,NA,1
1782,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,16.84,14.6,14.24,14.6,15.24,15.24,14.24,14.6,14.6,15.57,0.00052,12.19,3,"1","0","0",1,NA,2,113,2,0
1784,"Milieu",3,"Tunisie","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,1,"1","0","0",0,NA,NA,NA,NA,1
1794,"Milieu",8,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1805,"Gardien de But",7,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,17.64,17.64,17.64,17.64,17.64,17.64,NA,17.64,NA,NA,0,13.72,1,"0","0","1",0,NA,NA,NA,NA,0
1816,"Defenseur",3,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1823,"Defenseur",9,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1829,"Defenseur",11,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00054,43.05,1,"0","0","1",0,NA,NA,NA,NA,0
1830,"Milieu",9,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1843,"Milieu",7,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.32,2,"0","1","1",0,NA,NA,NA,NA,1
1849,"Attaquant",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1852,"Attaquant",3,"Maroc","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,13.64,2,"1","0","0",0,NA,NA,NA,NA,1
1856,"Defenseur",5,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,14.37,1,"0","0","0",0,NA,NA,NA,NA,0
1861,"Defenseur",3,"Martinique","aucun","aucun",0,0,18.36,18.36,18.36,18.36,18.36,18.36,NA,NA,NA,NA,4e-05,20.1,2,"1","0","1",1,NA,1,90,1,0
1876,"Gardien de But",10,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1894,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.71,2,"1","0","0",0,NA,NA,NA,NA,1
1898,"Milieu",9,"Congo","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1901,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,NA,0.00036,19.53,2,"1","0","0",0,NA,NA,NA,NA,1
1903,"Defenseur",3,"Portugal","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
1904,"Milieu",5,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00067,31.71,1,"0","0","0",1,NA,4,201,3,0
1911,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1913,"Defenseur",3,"Cameroun","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.72,1,"0","1","0",1,NA,7,464,5,0
1926,"Milieu",2,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,19.78,1,"0","0","1",1,NA,2,83,1,0
1943,"Defenseur",11,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,11.12,1,"1","0","0",0,NA,NA,NA,NA,1
1954,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
1970,"Attaquant",2,"République Centrafricaine","CFM - CENTRE DE FORMATION CHAMOIS NIORTAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,18.95,1,"1","0","0",0,NA,NA,NA,NA,1
1982,"Milieu",4,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,86.73,1,"0","1","0",0,NA,NA,NA,NA,0
1991,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",0,0,NA,14.23,14.33,14.23,14.89,14.89,14.33,14.23,14.23,13.91,8e-05,15.92,2,"0","0","0",1,NA,3,146,2,0
1992,"Gardien de But",11,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,4,360,4,1
1996,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00185,27,2,"0","0","1",0,NA,NA,NA,NA,0
2003,"Attaquant",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
2016,"Milieu",3,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",2,0,13.49,13.36,12.11,13.36,13.69,13.69,13.06,13.75,13.75,14.42,0.00045,15.17,1,"0","0","1",0,NA,NA,NA,NA,1
2039,"Attaquant",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,9.77,9.77,9.77,NA,NA,NA,9.77,9.77,9.77,0.00064,13.3,1,"0","1","0",1,4,8,366,4,0
2050,"Gardien de But",12,"Algérie","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,1
2069,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,14.62,14.62,15.6,14.62,16.34,16.34,16.26,NA,NA,NA,7e-05,17.33,2,"1","0","1",1,NA,1,90,1,0
2071,"Defenseur",12,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,20,20,20,20,20,20,NA,NA,NA,NA,0,27.13,1,"0","0","1",0,NA,NA,NA,NA,0
2079,"Defenseur",7,"Mauritanie","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,6,522,6,0
2090,"Defenseur",9,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2098,"Gardien de But",2,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.28,2,"1","0","0",0,NA,NA,NA,NA,0
2099,"Defenseur",8,"Sénégal","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2115,"Attaquant",3,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM REIMS",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","1",1,NA,2,180,2,1
2118,"Attaquant",10,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00085,36.71,2,"0","0","1",1,3,11,582,7,0
2123,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,14.63,16.8,16.73,16.8,16.64,16.64,16.73,16.8,16.8,16.48,0.00021,11.74,3,"1","0","0",1,1,7,379,4,1
2125,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00034,16.41,2,"1","0","0",0,NA,NA,NA,NA,1
2133,"Attaquant",1,"France","aucun","aucun",2,0,13.5,14.43,14.71,14.43,14.71,14.71,14.89,14.52,14.52,13.02,0.00171,14.28,3,"1","1","0",1,1,3,122,1,1
2186,"Attaquant",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00088,15.75,2,"1","0","0",1,3,14,731,8,0
2194,"Gardien de But",6,"Congo","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66.67,1,"0","0","0",1,NA,1,90,1,0
2197,"Milieu",4,"France","aucun","aucun",0,0,12.88,12.88,13.88,12.88,13.88,13.88,NA,11.87,11.87,11.87,0,14.48,3,"0","0","1",1,NA,2,56,1,0
2206,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00078,35.5,1,"1","0","0",0,NA,NA,NA,NA,1
2222,"Attaquant",3,"Algérie","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00685,8.69,2,"0","0","1",0,NA,NA,NA,NA,0
2240,"Milieu",9,"France","aucun","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00271,58.37,2,"0","0","0",1,NA,3,181,2,0
2241,"Milieu",6,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM GUADELOUPE",0,0,14.85,15.31,16.24,15.31,NA,NA,NA,14.85,14.85,14.85,0.00023,15.72,1,"0","0","0",1,2,5,252,3,1
2245,"Milieu",3,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00063,26.13,3,"0","0","1",0,NA,NA,NA,NA,1
2248,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,32.32,1,"0","0","1",1,NA,2,131,2,0
2260,"Attaquant",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.15,2,"0","1","1",1,NA,6,322,3,0
2269,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.46,14.92,15.3,14.92,15.48,15.48,15.3,15.61,15.61,14.46,0.00016,10.26,2,"1","0","1",1,NA,5,319,3,0
2296,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,24.98,1,"0","0","1",0,NA,NA,NA,NA,0
2305,"Milieu",6,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00055,18.66,1,"0","0","1",0,NA,NA,NA,NA,0
2325,"Gardien de But",11,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,13.65,13.28,13.01,13.28,14.12,14.12,13.01,13.28,13.28,13.65,0,12.77,1,"0","0","0",0,NA,NA,NA,NA,1
2341,"Defenseur",9,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,12.77,12.83,12.92,12.83,12.77,12.77,12.92,12.83,12.83,12.77,6e-05,12.35,1,"1","0","0",1,1,1,60,1,0
2348,"Defenseur",8,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,11.78,10.93,11.56,10.93,10.93,10.93,11.56,10.93,10.93,11.78,0.00026,14.77,3,"1","0","0",1,NA,2,66,1,0
2353,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.72,1,"0","0","1",0,NA,NA,NA,NA,1
2362,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,10.8,10.8,10.8,10.8,10.8,10.8,NA,NA,NA,NA,0,19.04,1,"0","1","0",0,NA,NA,NA,NA,1
2372,"Attaquant",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.17,1,"1","0","0",0,NA,NA,NA,NA,0
2412,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,68.41,1,"1","0","0",1,NA,7,354,3,0
2416,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2430,"Defenseur",10,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,12.85,2,"0","0","1",0,NA,NA,NA,NA,1
2438,"Defenseur",2,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00104,8.26,3,"1","0","0",1,NA,1,90,1,1
2439,"Milieu",9,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,6.63,16.67,16.67,16.67,16.19,16.19,16.67,14.66,14.66,NA,0.00028,10.99,2,"1","0","0",1,NA,2,90,1,0
2442,"Attaquant",1,"Madagascar","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00705,54.54,1,"0","0","0",1,NA,4,111,2,0
2444,"Defenseur",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,18.68,16.92,15.17,16.92,16.51,16.51,15.17,16.92,16.92,18.68,0.00036,18.19,1,"0","1","0",1,NA,8,322,3,1
2446,"Defenseur",10,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM PLOUFRAGAN",0,0,14.66,14.15,14.21,14.15,14.15,14.15,14.21,14.15,14.15,14.66,0.00031,13.95,2,"0","0","1",0,NA,NA,NA,NA,0
2450,"Defenseur",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,30.19,1,"0","0","0",0,NA,NA,NA,NA,1
2451,"Gardien de But",12,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM NANCY",0,0,NA,13.08,13.48,13.08,18.62,18.62,16.8,14.91,14.91,14.91,2e-05,9.16,2,"0","0","1",1,NA,3,270,3,1
2464,"Attaquant",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2481,"Attaquant",3,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"1","0","0",0,NA,NA,NA,NA,0
2492,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,30.91,1,"1","0","0",0,NA,NA,NA,NA,1
2501,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",1,NA,1,90,1,0
2502,"Defenseur",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94,1,"1","0","0",0,NA,NA,NA,NA,1
2504,"Defenseur",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,13,4,"1","1","1",1,NA,1,58,1,0
2518,"Defenseur",10,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2522,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2523,"Defenseur",6,"France","aucun","aucun",0,0,NA,10,10,10,10,10,10,10,10,NA,0.00011,13.29,1,"1","0","0",0,NA,NA,NA,NA,1
2539,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,14.2,11.78,14.2,17.82,17.82,11.78,11.78,11.78,17.82,0.00064,10.96,3,"0","1","1",1,1,3,174,2,1
2560,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2566,"Gardien de But",2,"France","aucun","aucun",1,0,NA,13.83,13.83,13.83,14.38,14.38,13.83,13.83,13.83,NA,0,17.29,2,"0","0","1",1,NA,3,270,3,0
2567,"Defenseur",11,"France","aucun","aucun",0,0,14.49,14.1,13.76,14.1,14.71,14.71,14.52,14.3,14.3,14.49,0.00022,18.8,3,"0","0","1",0,NA,NA,NA,NA,1
2571,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.68,3,"1","0","1",0,NA,NA,NA,NA,1
2576,"Defenseur",9,"Cameroun","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,11.81,11.81,NA,11.81,NA,NA,NA,11.81,11.81,11.81,3e-05,11.56,1,"0","0","0",1,NA,2,180,2,0
2581,"Attaquant",10,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75.61,1,"0","0","1",0,NA,NA,NA,NA,1
2583,"Milieu",8,"France","aucun","aucun",0,0,12.93,13.51,14.24,13.51,14.24,14.24,13.8,13.01,13.01,9.87,0.00065,11.38,2,"1","0","0",0,NA,NA,NA,NA,0
2584,"Attaquant",8,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,20,17.14,16.42,17.14,15.95,15.95,16.42,16.42,16.42,20,0.00216,16.79,1,"0","1","0",1,3,8,410,5,1
2586,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2595,"Defenseur",8,"Cap-Vert","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,1,90,1,0
2604,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2609,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2612,"Milieu",8,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.5,1,"0","1","0",0,NA,NA,NA,NA,0
2616,"Defenseur",4,"Comores","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,18.44,18.44,18.44,18.44,18.44,18.44,NA,NA,NA,NA,0,14.95,1,"1","0","0",1,NA,3,174,2,0
2618,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,13.6,15.31,15.59,15.31,14.99,14.99,15.59,14.92,14.92,14.89,9e-05,14.35,3,"0","0","1",1,NA,1,90,1,0
2619,"Milieu",4,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,26.59,1,"0","0","1",0,NA,NA,NA,NA,1
2632,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2641,"Attaquant",3,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
2651,"Defenseur",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,12.12,2,"1","0","0",1,NA,3,233,2,0
2663,"Milieu",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,0
