"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_17","exp_avant_17","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","Y"
711,"Defenseur",3,"Algérie","aucun","PEM - PEM REIMS",0,0,14.43,13.76,13.25,13.76,13.76,13.76,13.25,13.76,13.76,14.43,5e-05,12.23,2,"1","0","1",1
713,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
724,"Milieu",5,"France","aucun","PEM - PEM CASTELMAUROU",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",1
737,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,0,14.01,14.85,16.54,14.85,17.8,18.07,17.8,15.53,15.53,13.33,7e-05,13.11,2,"0","0","1",0
740,"Attaquant",11,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,16.96,16.96,16.96,NA,NA,16.96,16.96,16.96,NA,0.00055,28.84,2,"1","1","0",0
742,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
747,"Attaquant",6,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.1,1,"1","0","0",0
775,"Milieu",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,0,11.51,13.32,14.23,13.32,13.93,13.93,14.23,13.32,13.32,11.51,0.00012,14.67,2,"0","1","0",0
786,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
793,"Defenseur",1,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,16.81,17.74,18.2,17.74,17.97,17.97,18.2,17.74,17.74,16.81,5e-05,29.59,1,"0","0","1",1
794,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,18.98,3,"1","0","1",0
795,"Milieu",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,12.29,4,"0","1","1",0
800,"Defenseur",12,"Guinée","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
812,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
815,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.88,4,"1","0","1",1
818,"Milieu",11,"Algérie","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
821,"Gardien de But",4,"Cameroun","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,17.52,17.52,NA,17.52,17.52,17.52,NA,17.52,17.52,17.52,0,12.99,1,"1","0","0",0
824,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,10.98,10.98,10.98,12.3,12.3,10.98,12.3,12.3,NA,0,14.08,4,"1","0","0",0
830,"Defenseur",4,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
833,"Attaquant",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,13.33,13.33,13.33,10,10,13.33,13.33,13.33,NA,0.00137,18.05,1,"0","0","1",1
835,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
847,"Defenseur",4,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,14.34,12.92,12.31,12.92,12.92,12.92,11.28,12.64,12.64,13.54,4e-05,20.96,1,"0","0","1",0
855,"Defenseur",9,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,13.77,2,"1","1","0",0
860,"Defenseur",3,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,13.43,3,"0","1","1",0
861,"Gardien de But",2,"France","aucun","aucun",0,0,NA,8.96,8.96,8.96,NA,NA,8.96,8.96,8.96,NA,0,18.28,1,"0","0","1",0
864,"Attaquant",3,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
875,"Milieu",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,12.88,2,"0","0","1",0
885,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
886,"Attaquant",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
897,"Milieu",11,"France","aucun","aucun",0,0,NA,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,NA,8e-05,13.13,2,"1","0","0",0
900,"Attaquant",8,"Guinée-Bissau","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
907,"Defenseur",9,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.37,1,"1","0","0",1
909,"Attaquant",12,"France","aucun","aucun",0,0,8.82,8.82,8.82,8.82,NA,NA,NA,NA,NA,8.82,2e-04,12.03,2,"0","1","1",1
914,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
926,"Milieu",1,"Mali","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
935,"Attaquant",5,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,13.68,13.68,13.68,13.68,14.1,14.1,11.11,NA,NA,NA,0.00039,16.31,1,"0","0","1",0
944,"Milieu",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0
956,"Defenseur",7,"France","aucun","aucun",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0,120,1,"1","0","0",0
964,"Attaquant",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,16.93,NA,16.93,16.93,16.93,NA,16.93,16.93,16.93,7e-05,14.25,2,"0","0","1",0
966,"Attaquant",5,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","PEM - PEM CLAIREFONTAINE",1,0,18.62,16.66,16.66,16.66,16.66,16.66,15.68,15.68,15.68,NA,0.00063,16.29,2,"1","1","0",1
968,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,12.3,14.63,14.62,14.63,15.26,15.26,14.62,14.63,14.63,14.63,8e-05,14.1,2,"0","0","1",0
976,"Defenseur",7,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
979,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1
