"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_18","exp_avant_18","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","France U16","France U17","France U18","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","Y"
4716,"Gardien de But",12,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",2,0,17.48,15.41,13.82,15.41,15.41,15.41,13.82,13.82,13.82,18.2,0,18.06,1,"0","0","1",1,1,1,NA,7,581,7,NA,3,270,3,NA,1,90,1,1
4721,"Defenseur",2,"Congo","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,14,1106,12,1,18,1442,16,NA,5,231,3,1
4752,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00037,38.51,1,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,0
4777,"Milieu",5,"Cote d'ivoire","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"1","0","0",1,1,1,NA,12,833,9,NA,11,840,10,2,7,586,7,0
4778,"Defenseur",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,21.09,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
4824,"Milieu",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,81.1,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,73,1,0
4825,"Defenseur",6,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,15.2,15.2,15.2,20,20,15.2,15.2,15.2,NA,0,15.76,1,"0","1","0",1,1,1,NA,12,961,12,NA,2,131,2,NA,1,90,1,0
4836,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,13.93,15.97,16.99,15.97,15.97,15.97,16.99,16.99,16.99,13.93,9e-04,15.82,2,"1","0","0",1,1,1,3,6,395,5,NA,11,699,9,2,10,564,6,0
4850,"Defenseur",8,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,13.02,NA,13.02,13.02,13.02,NA,13.02,13.02,13.02,0,16.63,1,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,118,1,0
4851,"Defenseur",5,"Guadeloupe","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,26.7,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,0
4871,"Defenseur",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"inconnu","inconnu","inconnu",0,1,1,NA,NA,NA,NA,NA,1,50,NA,NA,3,257,3,0
4872,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,18.67,16.56,14.97,16.56,16.56,16.56,14.97,16.56,16.56,18.67,0.00045,15.41,1,"0","1","0",1,1,1,4,13,830,10,1,10,727,8,NA,2,180,2,0
